date,instrument,hypothesis,strike,option_type,entry,exit,quantity,exit_reason,pnl,pnl_pct,regime
2008-02-21,NIFTY,BEAR,5150,PE,5139.82,4926.05,75,EOD,16032.75,1.888,GFC_BEAR
2008-02-22,NIFTY,BEAR,5050,PE,5056.43,5201.62,75,EOD,-10889.25,-1.259,GFC_BEAR
2008-02-25,NIFTY,BULL,5250,CE,5238.83,5050.15,75,EOD,-14151.0,-1.657,GFC_BEAR
2008-02-26,NIFTY,BEAR,5100,PE,5090.22,4802.94,75,EOD,21546.0,2.565,GFC_BEAR
2008-02-27,NIFTY,BEAR,4800,PE,4779.45,4649.92,75,EOD,9714.75,1.128,GFC_BEAR
2008-02-28,NIFTY,BEAR,4700,PE,4677.84,4829.5,75,EOD,-11374.5,-1.306,GFC_BEAR
2008-02-29,NIFTY,BULL,4900,CE,4919.71,4968.97,75,EOD,3694.5,0.430,GFC_BEAR
2008-03-03,NIFTY,BULL,4900,CE,4887.34,5116.47,75,EOD,17184.75,1.990,GFC_BEAR
2008-03-04,NIFTY,BULL,5050,CE,5040.1,5121.03,75,EOD,6069.75,0.689,GFC_BEAR
2008-03-05,NIFTY,BULL,5150,CE,5171.02,5318.53,75,EOD,11063.25,1.248,GFC_BEAR
2008-03-06,NIFTY,BULL,5200,CE,5178.9,5606.93,75,EOD,32102.25,3.575,GFC_BEAR
2008-03-07,NIFTY,BULL,5650,CE,5632.59,5430.09,75,EOD,-15187.5,-1.633,GFC_BEAR
2008-03-10,NIFTY,BEAR,5400,PE,5421.75,5790.83,75,EOD,-27681.0,-3.026,GFC_BEAR
2008-03-11,NIFTY,BULL,5750,CE,5740.34,6024.28,75,EOD,21295.5,2.401,GFC_BEAR
2008-03-12,NIFTY,BULL,6050,CE,6066.42,6160.87,75,EOD,7083.75,0.780,GFC_BEAR
2008-03-13,NIFTY,BULL,6200,CE,6196.22,6143.88,75,EOD,-3925.5,-0.429,GFC_BEAR
2008-03-14,NIFTY,BEAR,6300,PE,6281.49,6027.46,75,EOD,19052.25,2.090,GFC_BEAR
2008-03-17,NIFTY,BEAR,6050,PE,6046.25,6421.04,75,EOD,-28109.25,-3.020,GFC_BEAR
2008-03-18,NIFTY,BULL,6450,CE,6429.82,6052.25,75,EOD,-28317.75,-3.138,GFC_BEAR
2008-03-19,NIFTY,BEAR,6200,PE,6188.64,6114.17,75,EOD,5585.25,0.639,GFC_BEAR
2008-03-20,NIFTY,BEAR,6050,PE,6043.7,6151.31,75,EOD,-8070.75,-0.917,GFC_BEAR
2008-03-21,NIFTY,BULL,6100,CE,6092.32,5976.16,75,EOD,-8712.0,-0.999,GFC_BEAR
2008-03-24,NIFTY,BEAR,6050,PE,6032.5,6404.38,75,EOD,-27891.0,-3.232,GFC_BEAR
2008-03-25,NIFTY,BULL,6350,CE,6337.1,6355.94,75,EOD,1413.0,0.169,GFC_BEAR
2008-03-26,NIFTY,BULL,6550,CE,6536.42,6246.62,75,EOD,-21735.0,-2.598,GFC_BEAR
2008-03-27,NIFTY,BEAR,6150,PE,6133.45,6209.86,75,EOD,-5730.75,-0.703,GFC_BEAR
2008-03-28,NIFTY,BULL,6200,CE,6197.69,6388.16,75,EOD,14285.25,1.766,GFC_BEAR
2008-03-31,NIFTY,BULL,6450,CE,6426.08,6194.08,75,EOD,-17400.0,-2.113,GFC_BEAR
2008-04-01,NIFTY,BEAR,6150,PE,6163.98,5705.47,75,EOD,34388.25,4.267,GFC_BEAR
2008-04-02,NIFTY,BEAR,5750,PE,5744.97,5418.53,75,EOD,24483.0,2.913,GFC_BEAR
2008-04-03,NIFTY,BEAR,5450,PE,5430.12,5652.88,75,EOD,-16707.0,-1.932,GFC_BEAR
2008-04-04,NIFTY,BULL,5600,CE,5606.55,5498.76,75,EOD,-8084.25,-0.953,GFC_BEAR
2008-04-07,NIFTY,BEAR,5500,PE,5501.25,5633.03,75,EOD,-9883.5,-1.177,GFC_BEAR
2008-04-08,NIFTY,BULL,5700,CE,5683.2,5345.48,75,EOD,-25329.0,-3.051,GFC_BEAR
2008-04-09,NIFTY,BEAR,5350,PE,5346.16,5658.81,75,EOD,-23448.75,-2.914,GFC_BEAR
2008-04-10,NIFTY,BULL,5800,CE,5817.36,5910.23,75,EOD,6965.25,0.891,GFC_BEAR
2008-04-11,NIFTY,BULL,5800,CE,5804.41,5680.35,75,EOD,-9304.5,-1.180,GFC_BEAR
2008-04-14,NIFTY,BEAR,5600,PE,5620.09,5917.82,75,EOD,-22329.75,-2.866,GFC_BEAR
2008-04-15,NIFTY,BULL,5850,CE,5862.49,5750.43,75,EOD,-8404.5,-1.111,GFC_BEAR
2008-04-16,NIFTY,BEAR,5650,PE,5665.74,5762.59,75,EOD,-7263.75,-0.971,GFC_BEAR
2008-04-17,NIFTY,BULL,5750,CE,5725.3,5931.98,75,EOD,15501.0,2.092,GFC_BEAR
2008-04-18,NIFTY,BULL,5900,CE,5906.48,5891.48,75,EOD,-1125.0,-0.149,GFC_BEAR
2008-04-21,NIFTY,BEAR,5800,PE,5795.87,6121.92,75,EOD,-24453.75,-3.237,GFC_BEAR
2008-04-22,NIFTY,BULL,6150,CE,6127.5,6084.87,75,EOD,-3197.25,-0.437,GFC_BEAR
2008-04-23,NIFTY,BEAR,6000,PE,5988.25,5993.52,75,EOD,-395.25,-0.054,GFC_BEAR
2008-04-24,NIFTY,BULL,6000,CE,6000.53,5922.27,75,EOD,-5869.5,-0.807,GFC_BEAR
2008-04-25,NIFTY,BEAR,5900,PE,5910.05,6143.96,75,EOD,-17543.25,-2.432,GFC_BEAR
2008-04-28,NIFTY,BULL,6150,CE,6162.34,6491.88,75,EOD,24715.5,3.511,GFC_BEAR
2008-04-29,NIFTY,BULL,6500,CE,6497.37,6600.74,75,EOD,7752.75,1.064,GFC_BEAR
2008-04-30,NIFTY,BULL,6650,CE,6634.34,6580.58,75,EOD,-4032.0,-0.548,GFC_BEAR
2008-05-01,NIFTY,BEAR,6500,PE,6502.66,6884.86,75,EOD,-28665.0,-3.914,GFC_BEAR
2008-05-02,NIFTY,BULL,6900,CE,6891.07,7027.7,75,EOD,10247.25,1.456,GFC_BEAR
2008-05-05,NIFTY,BULL,7100,CE,7086.23,7645.662499999999,75,T1_HIT,41957.44,5.877,GFC_BEAR
2008-05-06,NIFTY,BULL,7250,CE,7245.98,7855.898214285714,75,T1_HIT,45743.87,6.051,GFC_BEAR
2008-05-07,NIFTY,BULL,7750,CE,7768.2,7068.74,75,EOD,-52459.5,-6.544,GFC_BEAR
2008-05-08,NIFTY,BEAR,7150,PE,7158.56,7458.6,75,EOD,-22503.0,-3.004,GFC_BEAR
2008-05-09,NIFTY,BULL,7400,CE,7379.64,7383.9,75,EOD,319.5,0.044,GFC_BEAR
2008-05-12,NIFTY,BULL,7250,CE,7248.48,7698.77,75,EOD,33771.75,4.645,GFC_BEAR
2008-05-13,NIFTY,BULL,7650,CE,7673.87,7255.41,75,EOD,-31384.5,-4.125,GFC_BEAR
2008-05-14,NIFTY,BEAR,7250,PE,7231.11,6911.66,75,EOD,23958.75,3.285,GFC_BEAR
2008-05-15,NIFTY,BEAR,6950,PE,6958.54,6478.23,75,EOD,36023.25,4.782,GFC_BEAR
2008-05-16,NIFTY,BEAR,6500,PE,6491.48,6413.92,75,EOD,5817.0,0.737,GFC_BEAR
2008-05-19,NIFTY,BEAR,6400,PE,6394.82,6171.72,75,EOD,16732.5,2.104,GFC_BEAR
2008-05-20,NIFTY,BEAR,6250,PE,6234.02,6509.57,75,EOD,-20666.25,-2.545,GFC_BEAR
2008-05-21,NIFTY,BULL,6550,CE,6556.94,6250.74,75,EOD,-22965.0,-2.902,GFC_BEAR
2008-05-22,NIFTY,BEAR,6200,PE,6208.26,5986.31,75,EOD,16646.25,2.167,GFC_BEAR
2008-05-23,NIFTY,BEAR,6000,PE,5985.98,6311.7,75,EOD,-24429.0,-3.112,GFC_BEAR
2008-05-26,NIFTY,BULL,6300,CE,6282.4,5882.28,75,EOD,-30009.0,-3.946,GFC_BEAR
2008-05-27,NIFTY,BEAR,5900,PE,5875.43,5250.58,75,EOD,46863.75,6.415,GFC_BEAR
2008-05-28,NIFTY,BEAR,5250,PE,5260.43,5251.36,75,EOD,680.25,0.088,GFC_BEAR
2008-05-29,NIFTY,BEAR,5300,PE,5302.38,5128.63,75,EOD,13031.25,1.675,GFC_BEAR
2008-05-30,NIFTY,BEAR,5150,PE,5141.62,4897.43,75,EOD,18314.25,2.315,GFC_BEAR
2008-06-02,NIFTY,BEAR,4950,PE,4973.77,4935.75,75,EOD,2851.5,0.352,GFC_BEAR
2008-06-03,NIFTY,BEAR,4900,PE,4915.94,4766.06,75,EOD,11241.0,1.384,GFC_BEAR
2008-06-04,NIFTY,BEAR,4700,PE,4703.06,4544.16,75,EOD,11917.5,1.447,GFC_BEAR
2008-06-05,NIFTY,BEAR,4550,PE,4541.18,4692.25,75,EOD,-11330.25,-1.356,GFC_BEAR
2008-06-06,NIFTY,BULL,4650,CE,4674.31,4636.96,75,EOD,-2801.25,-0.340,GFC_BEAR
2008-06-09,NIFTY,BEAR,4650,PE,4638.0,4835.78,75,EOD,-14833.5,-1.806,GFC_BEAR
2008-06-10,NIFTY,BULL,4800,CE,4784.37,4534.62,75,EOD,-18731.25,-2.323,GFC_BEAR
2008-06-11,NIFTY,BEAR,4450,PE,4425.88,4299.15,75,EOD,9504.75,1.207,GFC_BEAR
2008-06-12,NIFTY,BEAR,4300,PE,4322.04,4111.89,75,EOD,15761.25,1.977,GFC_BEAR
2008-06-13,NIFTY,BEAR,4150,PE,4137.24,4079.59,75,EOD,4323.75,0.532,GFC_BEAR
2008-06-16,NIFTY,BEAR,4150,PE,4131.56,4067.54,75,EOD,4801.5,0.587,GFC_BEAR
2008-06-17,NIFTY,BEAR,4150,PE,4137.47,4428.82,75,EOD,-21851.25,-2.658,GFC_BEAR
2008-06-18,NIFTY,BULL,4500,CE,4518.22,4415.63,75,EOD,-7694.25,-0.961,GFC_BEAR
2008-06-19,NIFTY,BEAR,4400,PE,4398.39,4502.93,75,EOD,-7840.5,-0.989,GFC_BEAR
2008-06-20,NIFTY,BULL,4450,CE,4450.69,4583.44,75,EOD,9956.25,1.269,GFC_BEAR
2008-06-23,NIFTY,BULL,4700,CE,4717.15,4464.53,75,EOD,-18946.5,-2.384,GFC_BEAR
2008-06-24,NIFTY,BEAR,4400,PE,4410.52,4602.5,75,EOD,-14398.5,-1.856,GFC_BEAR
2008-06-25,NIFTY,BULL,4600,CE,4587.09,4406.17,75,EOD,-13569.0,-1.782,GFC_BEAR
2008-06-26,NIFTY,BEAR,4300,PE,4289.58,4183.51,75,EOD,7955.25,1.064,GFC_BEAR
2008-06-27,NIFTY,BEAR,4300,PE,4280.12,4517.41,75,EOD,-17796.75,-2.355,GFC_BEAR
2008-06-30,NIFTY,BULL,4650,CE,4641.55,4431.87,75,EOD,-15726.0,-2.131,GFC_BEAR
2008-07-01,NIFTY,BEAR,4400,PE,4376.6,4525.56,75,EOD,-11172.0,-1.547,GFC_BEAR
2008-07-02,NIFTY,BULL,4450,CE,4473.98,4088.12,75,EOD,-28939.5,-4.070,GFC_BEAR
2008-07-03,NIFTY,BEAR,4000,PE,4019.71,4326.06,75,EOD,-22976.25,-3.369,GFC_BEAR
2008-07-04,NIFTY,BULL,4300,CE,4316.9,4230.28,75,EOD,-6496.5,-0.986,GFC_BEAR
2008-07-07,NIFTY,BEAR,4250,PE,4232.19,4121.73,75,EOD,8284.5,1.269,GFC_BEAR
2008-07-08,NIFTY,BEAR,4150,PE,4151.28,4060.44,75,EOD,6813.0,1.031,GFC_BEAR
2008-07-09,NIFTY,BEAR,4050,PE,4045.76,4056.94,75,EOD,-838.5,-0.126,GFC_BEAR
2008-07-10,NIFTY,BULL,4100,CE,4115.22,4209.23,75,EOD,7050.75,1.057,GFC_BEAR
2008-07-11,NIFTY,BULL,4150,CE,4153.57,3914.61,75,EOD,-17922.0,-2.659,GFC_BEAR
2008-07-14,NIFTY,BEAR,3900,PE,3898.96,3972.62,75,EOD,-5524.5,-0.842,GFC_BEAR
2008-07-15,NIFTY,BULL,4050,CE,4036.79,3831.99,75,EOD,-15360.0,-2.361,GFC_BEAR
2008-07-16,NIFTY,BEAR,3800,PE,3816.51,3704.74,75,EOD,8382.75,1.320,GFC_BEAR
2008-07-17,NIFTY,BEAR,3750,PE,3731.63,3893.72,75,EOD,-12156.75,-1.889,GFC_BEAR
2008-07-18,NIFTY,BULL,3950,CE,3929.95,3912.05,75,EOD,-1342.5,-0.213,GFC_BEAR
2008-07-21,NIFTY,BEAR,3950,PE,3936.55,4183.89,75,EOD,-18550.5,-2.945,GFC_BEAR
2008-07-22,NIFTY,BULL,4200,CE,4193.95,4129.4,75,EOD,-4841.25,-0.792,GFC_BEAR
2008-07-23,NIFTY,BEAR,4250,PE,4242.8,4139.29,75,EOD,7763.25,1.280,GFC_BEAR
2008-07-24,NIFTY,BEAR,4200,PE,4201.99,4150.92,75,EOD,3830.25,0.623,GFC_BEAR
2008-07-25,NIFTY,BEAR,4200,PE,4207.29,4013.73,75,EOD,14517.0,2.348,GFC_BEAR
2008-07-28,NIFTY,BEAR,4000,PE,3977.81,3913.21,75,EOD,4845.0,0.766,GFC_BEAR
2008-07-29,NIFTY,BEAR,3900,PE,3911.37,4038.04,75,EOD,-9500.25,-1.490,GFC_BEAR
2008-07-30,NIFTY,BULL,4100,CE,4103.1,3926.95,75,EOD,-13211.25,-2.103,GFC_BEAR
2008-07-31,NIFTY,BEAR,4000,PE,4012.03,3851.69,75,EOD,12025.5,1.956,GFC_BEAR
2008-08-01,NIFTY,BEAR,3800,PE,3803.21,3681.28,75,EOD,9144.75,1.459,GFC_BEAR
2008-08-04,NIFTY,BEAR,3650,PE,3650.49,3593.42,75,EOD,4280.25,0.673,GFC_BEAR
2008-08-05,NIFTY,BEAR,3600,PE,3604.02,3649.75,75,EOD,-3429.75,-0.536,GFC_BEAR
2008-08-06,NIFTY,BULL,3650,CE,3630.7,3329.92,75,EOD,-22558.5,-3.542,GFC_BEAR
2008-08-07,NIFTY,BEAR,3300,PE,3319.23,3348.72,75,EOD,-2211.75,-0.360,GFC_BEAR
2008-08-08,NIFTY,BULL,3350,CE,3331.71,3832.1635714285717,75,T1_HIT,37534.02,6.132,GFC_BEAR
2008-08-11,NIFTY,BULL,3650,CE,3670.62,3474.9,75,EOD,-14679.0,-2.260,GFC_BEAR
2008-08-12,NIFTY,BEAR,3450,PE,3425.29,3378.08,75,EOD,3540.75,0.558,GFC_BEAR
2008-08-13,NIFTY,BEAR,3300,PE,3293.73,3399.61,75,EOD,-7941.0,-1.244,GFC_BEAR
2008-08-14,NIFTY,BULL,3300,CE,3318.75,3528.96,75,EOD,15765.75,2.500,GFC_BEAR
2008-08-18,NIFTY,BULL,3600,CE,3603.95,3478.6,75,EOD,-9401.25,-1.455,GFC_BEAR
2008-08-19,NIFTY,BEAR,3400,PE,3417.3,3358.42,75,EOD,4416.0,0.693,GFC_BEAR
2008-08-20,NIFTY,BEAR,3300,PE,3316.52,3468.23,75,EOD,-11378.25,-1.774,GFC_BEAR
2008-08-21,NIFTY,BULL,3500,CE,3501.9,3354.75,75,EOD,-11036.25,-1.752,GFC_BEAR
2008-08-22,NIFTY,BEAR,3350,PE,3328.65,3191.05,75,EOD,10320.0,1.667,GFC_BEAR
2008-08-25,NIFTY,BEAR,3150,PE,3156.0,3266.06,75,EOD,-8254.5,-1.312,GFC_BEAR
2008-08-26,NIFTY,BULL,3300,CE,3302.63,3288.39,75,EOD,-1068.0,-0.172,GFC_BEAR
2008-08-27,NIFTY,BEAR,3300,PE,3315.67,3304.15,75,EOD,864.0,0.139,GFC_BEAR
2008-08-28,NIFTY,BEAR,3300,PE,3317.33,3288.91,75,EOD,2131.5,0.343,GFC_BEAR
2008-08-29,NIFTY,BEAR,3300,PE,3281.09,3263.42,75,EOD,1325.25,0.213,GFC_BEAR
2008-09-01,NIFTY,BEAR,3250,PE,3260.88,3328.84,75,EOD,-5097.0,-0.817,GFC_BEAR
2008-09-02,NIFTY,BULL,3300,CE,3280.88,3348.16,75,EOD,5046.0,0.815,GFC_BEAR
2008-09-03,NIFTY,BULL,3300,CE,3303.35,3403.7,75,EOD,7526.25,1.206,GFC_BEAR
2008-09-04,NIFTY,BULL,3400,CE,3409.28,3257.34,75,EOD,-11395.5,-1.804,GFC_BEAR
2008-09-05,NIFTY,BEAR,3300,PE,3286.87,3272.59,75,EOD,1071.0,0.173,GFC_BEAR
2008-09-08,NIFTY,BEAR,3400,PE,3390.39,3095.9807142857144,75,T1_HIT,22080.7,3.553,GFC_BEAR
2008-09-09,NIFTY,BEAR,3050,PE,3035.16,3180.0,75,EOD,-10863.0,-1.688,GFC_BEAR
2008-09-10,NIFTY,BULL,3200,CE,3188.44,3083.07,75,EOD,-7902.75,-1.249,GFC_BEAR
2008-09-11,NIFTY,BEAR,3050,PE,3067.77,3150.02,75,EOD,-6168.75,-0.987,GFC_BEAR
2008-09-12,NIFTY,BULL,3150,CE,3135.15,3169.25,75,EOD,2557.5,0.413,GFC_BEAR
2008-09-15,NIFTY,BULL,3150,CE,3159.72,2920.65,75,EOD,-17930.25,-2.887,GFC_BEAR
2008-09-16,NIFTY,BEAR,2850,PE,2849.32,2912.86,75,EOD,-4765.5,-0.790,GFC_BEAR
2008-09-17,NIFTY,BULL,2900,CE,2898.79,3032.83,75,EOD,10053.0,1.680,GFC_BEAR
2008-09-18,NIFTY,BULL,3100,CE,3079.91,2886.16,75,EOD,-14531.25,-2.388,GFC_BEAR
2008-09-19,NIFTY,BEAR,2900,PE,2881.06,2843.58,75,EOD,2811.0,0.473,GFC_BEAR
2008-09-22,NIFTY,BEAR,2850,PE,2865.57,2827.58,75,EOD,2849.25,0.477,GFC_BEAR
2008-09-23,NIFTY,BEAR,2800,PE,2812.02,2828.58,75,EOD,-1242.0,-0.207,GFC_BEAR
2008-09-24,NIFTY,BULL,2800,CE,2804.51,2818.66,75,EOD,1061.25,0.177,GFC_BEAR
2008-09-25,NIFTY,BULL,2850,CE,2828.48,2621.26,75,EOD,-15541.5,-2.593,GFC_BEAR
2008-09-26,NIFTY,BEAR,2600,PE,2598.57,2574.96,75,EOD,1770.75,0.303,GFC_BEAR
2008-09-29,NIFTY,BEAR,2550,PE,2551.71,2748.24,75,EOD,-14739.75,-2.517,GFC_BEAR
2008-09-30,NIFTY,BULL,2750,CE,2739.32,2723.54,75,EOD,-1183.5,-0.207,GFC_BEAR
2008-10-01,NIFTY,BEAR,2700,PE,2722.5,2789.5,75,EOD,-5025.0,-0.882,GFC_BEAR
2008-10-03,NIFTY,BULL,2800,CE,2819.59,2832.25,75,EOD,949.5,0.168,GFC_BEAR
2008-10-06,NIFTY,BULL,2850,CE,2838.79,2782.62,75,EOD,-4212.75,-0.745,GFC_BEAR
2008-10-07,NIFTY,BEAR,2750,PE,2762.25,2646.06,75,EOD,8714.25,1.552,GFC_BEAR
2008-10-08,NIFTY,BEAR,2600,PE,2601.2,2651.16,75,EOD,-3747.0,-0.657,GFC_BEAR
2008-10-09,NIFTY,BULL,2650,CE,2631.08,2689.31,75,EOD,4367.25,0.771,GFC_BEAR
2008-10-10,NIFTY,BULL,2700,CE,2708.8,2776.3,75,EOD,5062.5,0.887,GFC_BEAR
2008-10-13,NIFTY,BULL,2750,CE,2758.73,2857.14,75,EOD,7380.75,1.282,GFC_BEAR
2008-10-14,NIFTY,BULL,2800,CE,2810.08,2915.27,75,EOD,7889.25,1.353,GFC_BEAR
2008-10-15,NIFTY,BULL,2850,CE,2874.19,2927.02,75,EOD,3962.25,0.670,GFC_BEAR
2008-10-16,NIFTY,BULL,2900,CE,2876.5,2848.95,75,EOD,-2066.25,-0.347,GFC_BEAR
2008-10-17,NIFTY,BEAR,2850,PE,2864.72,2957.56,75,EOD,-6963.0,-1.174,GFC_BEAR
2008-10-20,NIFTY,BULL,3000,CE,3022.51,2944.45,75,EOD,-5854.5,-0.999,GFC_BEAR
2008-10-21,NIFTY,BEAR,2900,PE,2905.28,3040.01,75,EOD,-10104.75,-1.742,GFC_BEAR
2008-10-22,NIFTY,BULL,3050,CE,3059.99,2786.92,75,EOD,-20480.25,-3.593,GFC_BEAR
2008-10-23,NIFTY,BEAR,2800,PE,2796.88,2802.91,75,EOD,-452.25,-0.082,GFC_BEAR
2008-10-24,NIFTY,BULL,2800,CE,2803.44,2523.2,75,EOD,-21018.0,-3.828,GFC_BEAR
2008-10-27,NIFTY,BEAR,2550,PE,2548.48,2570.68,75,EOD,-1665.0,-0.315,GFC_BEAR
2008-10-28,NIFTY,BULL,2600,CE,2583.59,2458.77,75,EOD,-9361.5,-1.778,GFC_BEAR
2008-10-29,NIFTY,BEAR,2400,PE,2415.6,2427.86,75,EOD,-919.5,-0.178,GFC_BEAR
2008-10-30,NIFTY,BULL,2450,CE,2473.51,2393.98,75,EOD,-5964.75,-1.156,GFC_BEAR
2008-10-31,NIFTY,BEAR,2400,PE,2384.39,2466.37,75,EOD,-6148.5,-1.205,GFC_BEAR
2008-11-03,NIFTY,BULL,2450,CE,2451.79,2298.99,75,EOD,-11460.0,-2.274,GFC_BEAR
2008-11-04,NIFTY,BEAR,2300,PE,2319.54,2235.67,75,EOD,6290.25,1.277,GFC_BEAR
2008-11-05,NIFTY,BEAR,2300,PE,2283.04,2235.02,75,EOD,3601.5,0.722,GFC_BEAR
2008-11-06,NIFTY,BEAR,2200,PE,2186.56,2327.34,75,EOD,-10558.5,-2.101,GFC_BEAR
2008-11-07,NIFTY,BULL,2350,CE,2351.48,2389.57,75,EOD,2856.75,0.581,GFC_BEAR
2008-11-10,NIFTY,BULL,2400,CE,2401.12,2291.86,75,EOD,-8194.5,-1.656,GFC_BEAR
2008-11-11,NIFTY,BEAR,2250,PE,2268.3,2442.32,75,EOD,-13051.5,-2.682,GFC_BEAR
2008-11-12,NIFTY,BULL,2400,CE,2417.73,2484.62,75,EOD,5016.75,1.059,GFC_BEAR
2008-11-13,NIFTY,BULL,2550,CE,2540.21,2577.11,75,EOD,2767.5,0.578,GFC_BEAR
2008-11-14,NIFTY,BULL,2600,CE,2622.83,2569.85,75,EOD,-3973.5,-0.826,GFC_BEAR
2008-11-17,NIFTY,BEAR,2550,PE,2571.93,2399.31,75,EOD,12946.5,2.712,GFC_BEAR
2008-11-18,NIFTY,BEAR,2450,PE,2426.77,2183.33,75,EOD,18258.0,3.724,GFC_BEAR
2008-11-19,NIFTY,BEAR,2200,PE,2191.07,2182.12,75,EOD,671.25,0.132,GFC_BEAR
2008-11-20,NIFTY,BEAR,2150,PE,2160.64,2336.09,75,EOD,-13158.75,-2.584,GFC_BEAR
2008-11-21,NIFTY,BULL,2350,CE,2365.14,2510.93,75,EOD,10934.25,2.204,GFC_BEAR
2008-11-24,NIFTY,BULL,2500,CE,2522.28,2574.1,75,EOD,3886.5,0.767,GFC_BEAR
2008-11-25,NIFTY,BULL,2550,CE,2570.98,2558.02,75,EOD,-972.0,-0.190,GFC_BEAR
2008-11-26,NIFTY,BEAR,2550,PE,2562.07,2502.48,75,EOD,4469.25,0.876,GFC_BEAR
2008-11-27,NIFTY,BEAR,2450,PE,2464.44,2488.11,75,EOD,-1775.25,-0.345,GFC_BEAR
2008-11-28,NIFTY,BULL,2500,CE,2477.03,2459.19,75,EOD,-1338.0,-0.261,GFC_BEAR
2008-12-01,NIFTY,BEAR,2450,PE,2433.03,2438.52,75,EOD,-411.75,-0.081,GFC_BEAR
2008-12-02,NIFTY,BULL,2450,CE,2443.94,2431.24,75,EOD,-952.5,-0.186,GFC_BEAR
2008-12-03,NIFTY,BEAR,2450,PE,2426.79,2304.42,75,EOD,9177.75,1.800,GFC_BEAR
2008-12-04,NIFTY,BEAR,2350,PE,2348.69,2373.3,75,EOD,-1845.75,-0.356,GFC_BEAR
2008-12-05,NIFTY,BULL,2350,CE,2349.98,2334.44,75,EOD,-1165.5,-0.225,GFC_BEAR
2008-12-08,NIFTY,BEAR,2350,PE,2351.88,2552.24,75,EOD,-15027.0,-2.912,GFC_BEAR
2008-12-09,NIFTY,BULL,2500,CE,2518.46,2725.48,75,EOD,15526.5,3.099,GFC_BEAR
2008-12-10,NIFTY,BULL,2750,CE,2748.18,2794.51,75,EOD,3474.75,0.673,GFC_BEAR
2008-12-11,NIFTY,BULL,2700,CE,2717.61,2995.26,75,EOD,20823.75,4.004,GFC_BEAR
2008-12-12,NIFTY,BULL,3000,CE,2980.53,2979.73,75,EOD,-60.0,-0.011,GFC_BEAR
2008-12-15,NIFTY,BEAR,2950,PE,2962.49,3016.5,75,EOD,-4050.75,-0.749,GFC_BEAR
2008-12-16,NIFTY,BULL,3050,CE,3025.27,2986.51,75,EOD,-2907.0,-0.542,GFC_BEAR
2008-12-17,NIFTY,BEAR,3050,PE,3033.43,3335.02,75,EOD,-22619.25,-4.237,GFC_BEAR
